trend_72_12_start,trend_82_12_start,trend_92_12_start,trend_02_12_start,trend_end,Site_no,paramShortName,trend_72_12,trend_82_12,trend_92_12,trend_02_12,station_nm,Gage_number,shortName,staAbbrev,constitAbbrev,drainSqKm,paStart,paLong,windowY,windowQ,windowS,minNumObs,minNumUncen,edgeAdjust,bootBreak,blockLength,nBoot,qUnit,agency_cd,site_tp_cd,dec_lat_va,dec_long_va,dec_coord_datum_cd,state_cd,country_cd,huc_cd,drain_area_va,contrib_drain_area_va,param_nm,param_units,paramNumber,blank_start1,blank_end1,blank_start2,blank_end2
,,,2002,2011,02298123,Ammonia,N,N,N,Y,PRAIRIE CREEK NEAR FORT OGDEN FL,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,FL,NH4,593.1,10,12,7,2,0.5,86.25,57.5,TRUE,100,100,100,1,,ST,27.05199986,-81.78452667,NAD83,FL,US,03100101,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02298123,Nitrite plus nitrate,N,N,N,Y,PRAIRIE CREEK NEAR FORT OGDEN FL,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,FL,NO23,593.1,10,12,7,2,0.5,84.75,56.5,TRUE,100,100,100,1,,ST,27.05199986,-81.78452667,NAD83,FL,US,03100101,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02298123,Total Nitrogen,N,N,N,Y,PRAIRIE CREEK NEAR FORT OGDEN FL,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,FL,TN,593.1,10,12,7,2,0.5,85.5,57,TRUE,100,100,100,1,,ST,27.05199986,-81.78452667,NAD83,FL,US,03100101,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02298123,Total Phosphorus,N,N,N,Y,PRAIRIE CREEK NEAR FORT OGDEN FL,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,FL,TP,593.1,10,12,7,2,0.5,85.5,57,TRUE,100,100,100,1,,ST,27.05199986,-81.78452667,NAD83,FL,US,03100101,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,,1992,2002,2011,02300100,Ammonia,N,N,Y,Y,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,02300100,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,FL,NH4,93.5,10,12,7,2,0.5,100,75.5,TRUE,100,100,100,1,,ST,27.70475366,-82.19786721,NAD83,FL,US,03100203,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2011,02300100,Nitrite plus nitrate,N,N,Y,Y,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,02300100,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,FL,NO23,93.5,10,12,7,2,0.5,100,76,TRUE,100,100,100,1,,ST,27.70475366,-82.19786721,NAD83,FL,US,03100203,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2011,02300100,Total Nitrogen,N,N,Y,Y,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,02300100,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,FL,TN,93.5,10,12,7,2,0.5,100,75.5,TRUE,100,100,100,1,,ST,27.70475366,-82.19786721,NAD83,FL,US,03100203,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2011,02300100,Total Phosphorus,N,N,Y,Y,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,02300100,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,FL,TP,93.5,10,12,7,2,0.5,100,75.5,TRUE,100,100,100,1,,ST,27.70475366,-82.19786721,NAD83,FL,US,03100203,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2011,02300700,Ammonia,N,N,Y,Y,BULLFROG CREEK NEAR WIMAUMA FL,02300700,BULLFROG CREEK NEAR WIMAUMA FL,FL,NH4,83.2,10,12,7,2,0.5,100,79,TRUE,100,100,100,1,,ST,27.79197208,-82.35203685,NAD83,FL,US,03100206,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2011,02300700,Nitrite plus nitrate,N,N,Y,Y,BULLFROG CREEK NEAR WIMAUMA FL,02300700,BULLFROG CREEK NEAR WIMAUMA FL,FL,NO23,83.2,10,12,7,2,0.5,100,79,TRUE,100,100,100,1,,ST,27.79197208,-82.35203685,NAD83,FL,US,03100206,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2011,02300700,Total Nitrogen,N,N,Y,Y,BULLFROG CREEK NEAR WIMAUMA FL,02300700,BULLFROG CREEK NEAR WIMAUMA FL,FL,TN,83.2,10,12,7,2,0.5,100,78,TRUE,100,100,100,1,,ST,27.79197208,-82.35203685,NAD83,FL,US,03100206,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2011,02300700,Total Phosphorus,N,N,Y,Y,BULLFROG CREEK NEAR WIMAUMA FL,02300700,BULLFROG CREEK NEAR WIMAUMA FL,FL,TP,83.2,10,12,7,2,0.5,100,78,TRUE,100,100,100,1,,ST,27.79197208,-82.35203685,NAD83,FL,US,03100206,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1991,,
,,,2002,2011,02301000,Ammonia,N,N,N,Y,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,02301000,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,FL,NH4,310.2,10,12,7,2,0.5,70.5,47,TRUE,100,100,100,1,,ST,27.8839148,-82.10008689,NAD83,FL,US,03100204,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02301000,Nitrite plus nitrate,N,N,N,Y,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,02301000,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,FL,NO23,310.2,10,12,7,2,0.5,71.25,47.5,TRUE,100,100,100,1,,ST,27.8839148,-82.10008689,NAD83,FL,US,03100204,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02301000,Total Nitrogen,N,N,N,Y,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,02301000,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,FL,TN,310.2,10,12,7,2,0.5,70.5,47,TRUE,100,100,100,1,,ST,27.8839148,-82.10008689,NAD83,FL,US,03100204,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02301000,Total Phosphorus,N,N,N,Y,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,02301000,NORTH PRONG ALAFIA RIVER AT KEYSVILLE FL,FL,TP,310.2,10,12,7,2,0.5,69.75,46.5,TRUE,100,100,100,1,,ST,27.8839148,-82.10008689,NAD83,FL,US,03100204,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
1972,1983,1992,2002,2011,02301300,Ammonia,Y,Y,Y,Y,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,02301300,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,FL,NH4,300.8,10,12,7,2,0.5,100,121,TRUE,100,100,100,1,,ST,27.79669525,-82.11758774,NAD83,FL,US,03100204,,,Ammonia,mg/l as N,,,,,
1972,1983,1992,2002,2011,02301300,Nitrite plus nitrate,Y,Y,Y,Y,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,02301300,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,FL,NO23,300.8,10,12,7,2,0.5,100,129.5,TRUE,100,100,100,1,,ST,27.79669525,-82.11758774,NAD83,FL,US,03100204,,,Nitrite plus nitrate,mg/l as N,,,,,
1972,1983,1992,2002,2011,02301300,Total Nitrogen,Y,Y,Y,Y,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,02301300,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,FL,TN,300.8,10,12,7,2,0.5,100,118,TRUE,100,100,100,1,,ST,27.79669525,-82.11758774,NAD83,FL,US,03100204,,,Total Nitrogen,mg/l as N,,,,,
1972,1983,1992,2002,2011,02301300,Total Phosphorus,Y,Y,Y,Y,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,02301300,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,FL,TP,300.8,10,12,7,2,0.5,100,121.5,TRUE,100,100,100,1,,ST,27.79669525,-82.11758774,NAD83,FL,US,03100204,,,Total Phosphorus,mg/l as P,,,,,
,,,2002,2011,02301990,Ammonia,N,N,N,Y,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,02301990,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,FL,NH4,171.3,10,12,7,2,0.5,90.75,60.5,TRUE,100,100,100,1,,ST,28.18556681,-82.1839736,NAD83,FL,US,03100205,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02301990,Nitrite plus nitrate,N,N,N,Y,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,02301990,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,FL,NO23,171.3,10,12,7,2,0.5,91.5,61,TRUE,100,100,100,1,,ST,28.18556681,-82.1839736,NAD83,FL,US,03100205,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02301990,Total Nitrogen,N,N,N,Y,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,02301990,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,FL,TN,171.3,10,12,7,2,0.5,90,60,TRUE,100,100,100,1,,ST,28.18556681,-82.1839736,NAD83,FL,US,03100205,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02301990,Total Phosphorus,N,N,N,Y,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,02301990,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL,FL,TP,171.3,10,12,7,2,0.5,90.75,60.5,TRUE,100,100,100,1,,ST,28.18556681,-82.1839736,NAD83,FL,US,03100205,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
1972,1982,1992,2002,2011,02303000,Nitrite plus nitrate,Y,Y,Y,Y,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,02303000,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,FL,NO23,538.3,10,12,7,2,0.5,100,156,TRUE,100,100,100,1,,ST,28.15001267,-82.23230876,NAD83,FL,US,03100205,,,Nitrite plus nitrate,mg/l as N,,,,,
1972,1982,1992,2002,2011,02303000,Total Nitrogen,Y,Y,Y,Y,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,02303000,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,FL,TN,538.3,10,12,7,2,0.5,100,146,TRUE,100,100,100,1,,ST,28.15001267,-82.23230876,NAD83,FL,US,03100205,,,Total Nitrogen,mg/l as N,,,,,
1972,1982,1992,2002,2011,02303000,Total Phosphorus,Y,Y,Y,Y,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,02303000,HILLSBOROUGH RIVER NEAR ZEPHYRHILLS FL,FL,TP,538.3,10,12,7,2,0.5,100,149,TRUE,100,100,100,1,,ST,28.15001267,-82.23230876,NAD83,FL,US,03100205,,,Total Phosphorus,mg/l as P,,,,,
,,,2002,2011,02303330,Ammonia,N,N,N,Y,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,02303330,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,FL,NH4,948.6,10,12,7,2,0.5,100,78.5,TRUE,100,100,100,1,,ST,28.09751561,-82.3123123,NAD83,FL,US,03100205,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02303330,Nitrite plus nitrate,N,N,N,Y,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,02303330,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,FL,NO23,948.6,10,12,7,2,0.5,100,79,TRUE,100,100,100,1,,ST,28.09751561,-82.3123123,NAD83,FL,US,03100205,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,02303330,Total Nitrogen,N,N,N,Y,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,02303330,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,FL,TN,948.6,10,12,7,2,0.5,100,77,TRUE,100,100,100,1,,ST,28.09751561,-82.3123123,NAD83,FL,US,03100205,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,2002,2011,02303330,Total Phosphorus,N,N,Y,Y,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,02303330,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,FL,TP,948.6,10,12,7,2,0.5,100,78,TRUE,100,100,100,1,,ST,28.09751561,-82.3123123,NAD83,FL,US,03100205,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1991,,
1972,1982,1992,2002,2012,02314500,Ammonia,Y,Y,Y,Y,"SUWANNEE RIVER AT US 441, AT FARGO, GA",02314500,"SUWANNEE RIVER AT US 441, AT FARGO, GA",GA,NH4,2935.9,10,12,7,2,0.5,100,213,TRUE,100,100,100,1,,ST,30.68055556,-82.56055556,NAD83,GA,US,03110201,,,Ammonia,mg/l as N,,,,,
1972,1982,1992,2002,2012,02314500,Total Phosphorus,Y,Y,Y,Y,"SUWANNEE RIVER AT US 441, AT FARGO, GA",02314500,"SUWANNEE RIVER AT US 441, AT FARGO, GA",GA,TP,2935.9,10,12,7,2,0.5,100,209,TRUE,100,100,100,1,,ST,30.68055556,-82.56055556,NAD83,GA,US,03110201,,,Total Phosphorus,mg/l as P,,,,,
,,,2002,2012,02318940,Ammonia,N,N,N,Y,"WITHLACOOCHEE R (COUNTY RD) NR CLYATTVILLE, GA",02319000,"WITHLACOOCHEE R (COUNTY RD) NR CLYATTVILLE, GA",GA,NH4,5213.2,10,12,7,2,0.5,100,72.5,TRUE,100,100,100,1,,ST,30.67513,-83.39447,NAD83,GA,US,03110203,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02318940,Nitrite plus nitrate,N,N,N,Y,"WITHLACOOCHEE R (COUNTY RD) NR CLYATTVILLE, GA",02319000,"WITHLACOOCHEE R (COUNTY RD) NR CLYATTVILLE, GA",GA,NO23,5213.2,10,12,7,2,0.5,100,73.5,TRUE,100,100,100,1,,ST,30.67513,-83.39447,NAD83,GA,US,03110203,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02318940,Total Phosphorus,N,N,N,Y,"WITHLACOOCHEE R (COUNTY RD) NR CLYATTVILLE, GA",02319000,"WITHLACOOCHEE R (COUNTY RD) NR CLYATTVILLE, GA",GA,TP,5213.2,10,12,7,2,0.5,100,72.5,TRUE,100,100,100,1,,ST,30.67513,-83.39447,NAD83,GA,US,03110203,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,02328200,Ammonia,N,N,N,Y,"OCHLOCKONEE RIVER NEAR CALVARY, GA",02328522,"OCHLOCKONEE RIVER NEAR CALVARY, GA",GA,NH4,2403.9,10,12,7,2,0.5,100,80.5,TRUE,100,100,100,1,,ST,30.731778,-84.236468,NAD83,GA,US,03120003,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02328200,Nitrite plus nitrate,N,N,N,Y,"OCHLOCKONEE RIVER NEAR CALVARY, GA",02328522,"OCHLOCKONEE RIVER NEAR CALVARY, GA",GA,NO23,2403.9,10,12,7,2,0.5,100,81,TRUE,100,100,100,1,,ST,30.731778,-84.236468,NAD83,GA,US,03120003,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02328200,Total Phosphorus,N,N,N,Y,"OCHLOCKONEE RIVER NEAR CALVARY, GA",02328522,"OCHLOCKONEE RIVER NEAR CALVARY, GA",GA,TP,2403.9,10,12,7,2,0.5,100,80,TRUE,100,100,100,1,,ST,30.731778,-84.236468,NAD83,GA,US,03120003,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,02338000,Ammonia,N,Y,Y,Y,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",GA,NH4,6252.1,10,12,7,2,0.5,100,266.5,TRUE,100,100,100,1,,ST,33.47705773,-84.90077216,NAD83,GA,US,03130002,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,2002,2012,02338000,Nitrite plus nitrate,N,Y,Y,Y,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",GA,NO23,6252.1,10,12,7,2,0.5,100,258.5,TRUE,100,100,100,1,,ST,33.47705773,-84.90077216,NAD83,GA,US,03130002,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,,2002,2012,02338000,"Orthophosphate, filtered",N,N,N,Y,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",GA,OrthoP_F,6252.1,10,12,7,2,0.5,100,132.5,TRUE,100,100,100,1,,ST,33.47705773,-84.90077216,NAD83,GA,US,03130002,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,02338000,Total Nitrogen,N,N,N,Y,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",GA,TN,6252.1,10,12,7,2,0.5,100,133,TRUE,100,100,100,1,,ST,33.47705773,-84.90077216,NAD83,GA,US,03130002,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,02338000,Total Phosphorus,N,Y,Y,Y,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",GA,TP,6252.1,10,12,7,2,0.5,100,254,TRUE,100,100,100,1,,ST,33.47705773,-84.90077216,NAD83,GA,US,03130002,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1981,,
,,,2002,2012,02338660,Nitrite plus nitrate,N,N,N,Y,"NEW RIVER AT GA 100, NEAR CORINTH, GA",02338660,"NEW RIVER AT GA 100, NEAR CORINTH, GA",GA,NO23,325.8,10,12,7,2,0.5,100,100.5,TRUE,100,100,100,1,,ST,33.23539742,-84.98771614,NAD83,GA,US,03130002,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02338660,Total Phosphorus,N,N,N,Y,"NEW RIVER AT GA 100, NEAR CORINTH, GA",02338660,"NEW RIVER AT GA 100, NEAR CORINTH, GA",GA,TP,325.8,10,12,7,2,0.5,100,100,TRUE,100,100,100,1,,ST,33.23539742,-84.98771614,NAD83,GA,US,03130002,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,02349605,Ammonia,N,N,N,Y,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",02349605,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",GA,NH4,7576,10,12,7,2,0.5,100,74,TRUE,100,100,100,1,,ST,32.293056,-84.043611,NAD83,GA,US,03130006,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02349605,Nitrite plus nitrate,N,N,N,Y,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",02349605,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",GA,NO23,7576,10,12,7,2,0.5,100,74,TRUE,100,100,100,1,,ST,32.293056,-84.043611,NAD83,GA,US,03130006,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02349605,Total Phosphorus,N,N,N,Y,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",02349605,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",GA,TP,7576,10,12,7,2,0.5,100,73,TRUE,100,100,100,1,,ST,32.293056,-84.043611,NAD83,GA,US,03130006,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,02352560,Ammonia,N,N,N,Y,"FLINT RIVER AT GA 234, AT ALBANY, GA",02352500,"FLINT RIVER AT GA 234, AT ALBANY, GA",GA,NH4,13718.3,10,12,7,2,0.5,100,77.5,TRUE,100,100,100,1,,ST,31.552571,-84.145926,NAD83,GA,US,03130008,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02352560,Nitrite plus nitrate,N,N,N,Y,"FLINT RIVER AT GA 234, AT ALBANY, GA",02352500,"FLINT RIVER AT GA 234, AT ALBANY, GA",GA,NO23,13718.3,10,12,7,2,0.5,100,77.5,TRUE,100,100,100,1,,ST,31.552571,-84.145926,NAD83,GA,US,03130008,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02352560,Total Phosphorus,N,N,N,Y,"FLINT RIVER AT GA 234, AT ALBANY, GA",02352500,"FLINT RIVER AT GA 234, AT ALBANY, GA",GA,TP,13718.3,10,12,7,2,0.5,100,73,TRUE,100,100,100,1,,ST,31.552571,-84.145926,NAD83,GA,US,03130008,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
1972,1983,1992,2002,2012,02353000,Ammonia,Y,Y,Y,Y,"FLINT RIVER AT NEWTON, GA",02353000,"FLINT RIVER AT NEWTON, GA",GA,NH4,15123.8,10,12,7,2,0.5,100,147.5,TRUE,100,100,100,1,,ST,31.30694444,-84.33888889,NAD83,GA,US,03130008,,,Ammonia,mg/l as N,,,,,
1972,1983,1992,2002,2012,02353000,Nitrite plus nitrate,Y,Y,Y,Y,"FLINT RIVER AT NEWTON, GA",02353000,"FLINT RIVER AT NEWTON, GA",GA,NO23,15123.8,10,12,7,2,0.5,100,138.5,TRUE,100,100,100,1,,ST,31.30694444,-84.33888889,NAD83,GA,US,03130008,,,Nitrite plus nitrate,mg/l as N,,,,,
1972,1983,1992,2002,2012,02353000,Total Phosphorus,Y,Y,Y,Y,"FLINT RIVER AT NEWTON, GA",02353000,"FLINT RIVER AT NEWTON, GA",GA,TP,15123.8,10,12,7,2,0.5,100,136,TRUE,100,100,100,1,,ST,31.30694444,-84.33888889,NAD83,GA,US,03130008,,,Total Phosphorus,mg/l as P,,,,,
,,,2002,2012,02356000,Nitrite plus nitrate,N,N,N,Y,"FLINT RIVER AT BAINBRIDGE, GA",02356000,"FLINT RIVER AT BAINBRIDGE, GA",GA,NO23,19514.3,10,12,7,2,0.5,95.25,63.5,TRUE,100,100,100,1,,ST,30.91157714,-84.5799144,NAD83,GA,US,03130008,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02356000,Total Phosphorus,N,N,N,Y,"FLINT RIVER AT BAINBRIDGE, GA",02356000,"FLINT RIVER AT BAINBRIDGE, GA",GA,TP,19514.3,10,12,7,2,0.5,93,62,TRUE,100,100,100,1,,ST,30.91157714,-84.5799144,NAD83,GA,US,03130008,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,02380500,Ammonia,N,N,N,Y,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",02380500,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",GA,NH4,612.5,10,12,7,2,0.5,100,82,TRUE,100,100,100,1,,ST,34.67497455,-84.5085537,NAD83,GA,US,03150102,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02380500,Nitrite plus nitrate,N,N,N,Y,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",02380500,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",GA,NO23,612.5,10,12,7,2,0.5,100,75,TRUE,100,100,100,1,,ST,34.67497455,-84.5085537,NAD83,GA,US,03150102,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,02380500,Total Phosphorus,N,N,N,Y,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",02380500,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",GA,TP,612.5,10,12,7,2,0.5,100,74,TRUE,100,100,100,1,,ST,34.67497455,-84.5085537,NAD83,GA,US,03150102,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
1972,1982,1992,2002,2012,02387000,Ammonia,Y,Y,Y,Y,"CONASAUGA RIVER AT TILTON, GA",02387000,"CONASAUGA RIVER AT TILTON, GA",GA,NH4,1782.3,10,12,7,2,0.5,100,242.5,TRUE,100,100,100,1,,ST,34.66674942,-84.92827648,NAD83,GA,US,03150101,,,Ammonia,mg/l as N,,,,,
1972,1982,1992,2002,2012,02387000,Nitrite plus nitrate,Y,Y,Y,Y,"CONASAUGA RIVER AT TILTON, GA",02387000,"CONASAUGA RIVER AT TILTON, GA",GA,NO23,1782.3,10,12,7,2,0.5,100,232.5,TRUE,100,100,100,1,,ST,34.66674942,-84.92827648,NAD83,GA,US,03150101,,,Nitrite plus nitrate,mg/l as N,,,,,
,1982,1992,2002,2012,02387000,Total Nitrogen,N,Y,Y,Y,"CONASAUGA RIVER AT TILTON, GA",02387000,"CONASAUGA RIVER AT TILTON, GA",GA,TN,1782.3,10,12,7,2,0.5,100,189.5,TRUE,100,100,100,1,,ST,34.66674942,-84.92827648,NAD83,GA,US,03150101,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/1981,,
1972,1982,1992,2002,2012,02387000,Total Phosphorus,Y,Y,Y,Y,"CONASAUGA RIVER AT TILTON, GA",02387000,"CONASAUGA RIVER AT TILTON, GA",GA,TP,1782.3,10,12,7,2,0.5,100,232,TRUE,100,100,100,1,,ST,34.66674942,-84.92827648,NAD83,GA,US,03150101,,,Total Phosphorus,mg/l as P,,,,,
,1982,1992,2002,2012,02392000,Nitrite plus nitrate,N,Y,Y,Y,"ETOWAH RIVER AT CANTON, GA",02392000,"ETOWAH RIVER AT CANTON, GA",GA,NO23,1591.3,10,12,7,2,0.5,100,139.5,TRUE,100,100,100,1,,ST,34.23992866,-84.49467332,NAD83,GA,US,03150104,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,,2002,2012,02392000,Total Nitrogen,N,N,N,Y,"ETOWAH RIVER AT CANTON, GA",02392000,"ETOWAH RIVER AT CANTON, GA",GA,TN,1591.3,10,12,7,2,0.5,99,66,TRUE,100,100,100,1,,ST,34.23992866,-84.49467332,NAD83,GA,US,03150104,,,Total Nitrogen,mg/l as N,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,02392000,Total Phosphorus,N,Y,Y,Y,"ETOWAH RIVER AT CANTON, GA",02392000,"ETOWAH RIVER AT CANTON, GA",GA,TP,1591.3,10,12,7,2,0.5,100,137,TRUE,100,100,100,1,,ST,34.23992866,-84.49467332,NAD83,GA,US,03150104,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1981,,
,,,2003,2012,03015000,Ammonia,N,N,N,Y,"Conewango Creek at Russell, PA",03015000,"Conewango Creek at Russell, PA",PA,NH4,2109.8,10,12,7,2,0.5,54.75,36.5,TRUE,100,100,100,1,,ST,41.9381145,-79.13310104,NAD83,PA,US,05010002,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
